,city,lat,long,weather,temperature,humidity,temp_max,cloudiness,date,wind_speed
396,sechura,-5.5575353,-80.8223327,Clouds,71.85,69,71.85,92,1669474581,6.62
397,lasa,50.4291723,2.8319805,Clouds,48.81,76,51.12,100,1669474585,10.87
398,bhan,26.5564913,67.7216676,Clouds,76.35,20,76.35,87,1669474589,4.85
399,katsuura,35.1521846,140.3207449,Clouds,62.53,84,62.53,68,1669474593,11.01
400,alofi,-19.0534159,-169.919199,Clear,70.3,94,70.3,1,1669474597,1.14
401,canon city,38.4423644,-105.222494,Clear,40.57,38,50.67,0,1669474600,12.66
402,eureka,40.7906871,-124.1673746,Clouds,44.29,93,47.39,70,1669474604,5.99
403,sola,37.5666791,126.9782914,Clear,32.31,55,35.04,0,1669474608,5.75
404,olafsvik,64.8959304,-23.7084345,Clouds,41.49,81,41.49,90,1669474612,6.62
405,mezhevoy,55.170353,58.786732,Clouds,16.09,85,16.09,100,1669474616,2.91
406,poladpur,17.9850019,73.4671543,Clouds,80.55,67,80.55,98,1669474620,0.74
407,isla mujeres,21.2321047,-86.73224068471836,Clouds,82.17,72,82.17,99,1669474624,12.19
408,tiarei,-17.558316750000003,-149.37107895658022,Clouds,68.22,78,68.22,21,1669474628,14.14
409,kalyazin,57.2400206,37.8404883,Clouds,8.83,96,8.83,42,1669474632,6.69
410,acapulco,16.8680495,-99.8940182,Clouds,79.5,75,79.5,85,1669474635,1.99
411,russell,38.895289,-98.859806,Clouds,42.26,38,42.26,88,1669474639,4.27
412,carutapera,-1.2016638,-46.0205618,Clouds,88.63,52,88.63,83,1669474643,8.77
413,solovetskiy,65.0221405,35.7103677,Clouds,28.15,76,28.15,100,1669474647,16.06
414,ikole,7.7888484,5.5050471,Clear,91.31,23,91.31,7,1669474651,2.1
415,nantucket,41.315731400000004,-70.00901408779944,Clear,43.05,67,43.07,5,1669474655,20.0
416,katobu,-4.9408066,122.5275567,Clouds,76.26,90,76.26,95,1669474659,1.72
417,bontang,0.1236548,117.471708,Clouds,80.35,83,80.35,45,1669474663,3.83
418,mayo,45.6634129,-75.345801,Clouds,35.47,85,37.62,80,1669474666,8.93
419,ostrovnoy,68.0544447,39.5129384,Clouds,22.77,84,22.77,84,1669474673,20.15
420,qeshm,26.7688154,55.84765534908843,Clear,78.55,65,78.55,0,1669474677,9.22
421,drayton valley,53.2205548,-114.9832127,Clouds,24.15,76,24.15,12,1669474681,9.17
422,toora-khem,52.4679232,96.117896,Clouds,-13.05,87,-13.05,26,1669474684,8.25
423,solnechnyy,50.723808,136.64006,Snow,9.73,91,9.73,99,1669474688,9.06
424,la massana,42.5442014,1.5163754,Clouds,48.6,44,50.9,61,1669474692,1.79
425,saint-ambroise,48.557523,-71.324615,Clouds,29.46,80,30.7,100,1669474696,8.05
426,arrecife,28.9639681,-13.5499014,Clear,73.38,83,73.38,0,1669474700,12.66
427,jinchang,38.5206719,102.185973,Clouds,34.9,38,34.9,19,1669474705,4.25
428,belomorsk,64.5216684,34.7625835,Clouds,17.55,95,17.55,100,1669474709,6.11
429,najran,17.5439809,44.2246817,Clouds,88.86,30,88.86,60,1669474712,9.55
430,kuche,41.7116961,82.9583247,Clouds,39.45,36,39.45,53,1669474716,2.26
431,antalaha,-14.9012302,50.2810433,Clear,76.1,74,76.1,1,1669474721,10.65
432,imeni karla libknekhta,51.623196,35.477493,Clouds,38.19,87,38.19,100,1669474725,9.57
433,ta khmau,11.4687395,104.9451162,Thunderstorm,77.05,100,77.05,75,1669474729,8.05
434,tabat,-2.6213037,115.2267633,Clouds,75.09,97,75.09,97,1669474733,1.86
435,celarevo,45.2718195,19.5271962,Clouds,42.94,73,42.94,100,1669474737,3.22
436,fuengirola,36.5387779,-4.6233348,Clear,64.42,52,68.67,0,1669474741,9.22
437,attawapiskat,52.9244075,-82.4270112,Clouds,32.0,100,32.0,100,1669474745,8.05
438,adrar,27.8733807,-0.2874884,Sand,82.62,23,82.62,72,1669474748,26.46
439,ha giang,22.8264592,104.9846342,Clouds,73.09,100,73.09,100,1669474752,2.84
440,almaznyy,48.030155,40.039642,Clouds,39.33,78,39.33,100,1669474756,11.83
441,tautira,-27.145219,-109.430579,Clouds,70.56,73,70.56,20,1669474760,9.22
442,peniche,39.3566221,-9.3812853,Clouds,63.37,69,64.49,100,1669474763,5.82
443,kamakwie,9.496301,-12.241252,Clear,93.38,24,93.38,4,1669474767,1.61
444,burica,8.0637437,-82.9127307,Rain,79.18,80,79.18,77,1669474775,9.62
445,negru voda,43.8189086,28.2140473,Clear,41.74,61,45.0,7,1669474779,6.76
446,mardin,37.3205482,40.7257727,Rain,45.75,93,45.75,100,1669474783,6.98
447,gazojak,41.188803,61.4060832,Clouds,46.8,43,46.8,54,1669474787,19.55
448,zacualpan,18.7187068,-99.7777372,Clear,62.02,65,62.02,4,1669474790,0.72
449,sinjar,35.5897986,37.0039804,Clear,56.71,67,56.71,5,1669474794,8.43
450,santa cruz,28.469648,-16.2540884,Clouds,73.74,73,76.1,20,1669474798,8.05
451,sao jose da coroa grande,-8.889375,-35.151461,Clouds,84.63,63,84.63,80,1669474802,13.18
452,rincon,32.2960289,-81.2353905,Clear,61.39,73,61.92,6,1669474734,7.36
453,firozabad,27.1527986,78.3991439,Clear,67.42,30,67.42,0,1669474810,3.51
454,lalomanu,-14.0455886,-171.4389144,Rain,81.32,75,81.32,37,1669474816,12.12
455,santa rosa,38.4404925,-122.7141049,Clear,46.17,85,55.47,0,1669474820,0.0
456,sindor,62.866192,51.899113,Clear,-6.41,99,-6.41,5,1669474824,2.26
457,dargaville,-35.9412143,173.8685702,Clouds,53.1,91,53.1,100,1669474831,5.17
458,hammerfest,70.6413392,23.8360800591327,Clear,27.39,69,27.39,0,1669474835,4.61
459,oranjemund,-28.551932,16.428415,Clear,64.74,68,64.74,0,1669474839,27.34
460,srednekolymsk,67.455497,153.7071456,Clouds,-30.42,100,-30.42,87,1669474843,4.7
461,katiola,8.0912137,-5.150708249056292,Clear,94.01,17,94.01,5,1669474847,3.2
462,nome,64.5011111,-165.4063889,Clouds,23.05,80,23.07,75,1669474851,16.11
463,papara,10.6355972,-6.295442626494486,Clear,96.15,11,96.15,6,1669474856,3.51
464,sibolga,1.736957,98.78461,Clouds,76.6,87,76.6,39,1669474860,2.33
465,provost,52.3547862,-110.263915,Clear,17.53,87,17.53,6,1669474864,7.85
466,kautokeino,69.1325609,23.57829982232755,Clouds,25.47,91,25.47,100,1669474869,18.03
467,dakar,14.693425,-17.447938,Clouds,95.88,55,95.88,87,1669474873,13.85
468,shestakovo,56.49424,103.962311,Clouds,-4.4,91,-4.4,100,1669474877,6.15
469,bismarck,46.808327,-100.783739,Clear,37.42,78,37.87,0,1669474881,13.8
470,trofors,65.5387083,13.3864306,Clouds,31.82,92,31.82,87,1669474885,4.99
471,fukue,34.5263537,133.8031965,Clear,57.74,66,59.63,0,1669474889,7.18
472,atar,20.5181943,-13.0543928,Clear,91.98,10,91.98,0,1669474893,11.68
473,matara,5.947822,80.5482919,Clouds,77.65,81,77.65,19,1669474897,3.18
474,ocampo,27.3150222,-102.3967266,Clear,44.53,50,44.53,1,1669474901,8.41
475,san patricio,27.9695325,-97.7731720386266,Clouds,55.38,71,56.93,46,1669474905,17.09
476,matsanga,-1.9230077,12.6669545,Clouds,68.85,98,68.85,100,1669474909,1.61
477,santomera,38.0615839,-1.0490938,Clouds,67.53,34,70.66,38,1669474913,1.99
478,kincardine,56.0683954,-3.7184637,Clouds,53.37,89,54.84,100,1669474918,16.78
479,tieli,46.9842249,128.0256684,Clouds,0.3,99,0.3,92,1669474922,3.65
480,sitka,57.0524973,-135.337612,Rain,35.42,80,35.42,100,1669474926,3.44
481,goundam,16.4168533,-3.6636275,Clouds,90.77,6,90.77,51,1669474933,10.67
482,verkhoyansk,67.5495068,133.3874618,Clouds,-44.07,100,-44.07,73,1669474937,0.83
483,fort-shevchenko,44.508556,50.261929,Clouds,51.21,54,51.21,100,1669474941,23.17
484,whyalla,-33.0382085,137.5843572,Clouds,63.82,80,63.82,33,1669474945,14.41
485,puerto del rosario,28.4993424,-13.8599051,Clouds,73.35,78,73.35,20,1669474949,8.05
486,dunedin,-45.8740984,170.5035755,Clouds,45.81,85,45.81,43,1669474952,5.91
487,kamenskoye,53.1793307,37.7767378,Clouds,31.03,96,31.03,100,1669474956,12.46
488,hefei,31.8228094,117.2218033,Clear,61.99,71,61.99,0,1669474964,13.56
489,alto araguaia,-17.3156528,-53.2169365,Clear,92.26,28,92.26,5,1669474968,0.72
490,te anau,-45.41449,167.717489,Clouds,39.67,94,39.67,90,1669474972,3.24
491,auki,-8.7706074,160.6992655,Clouds,77.36,88,77.36,45,1669474977,3.53
492,cairns,-16.9206657,145.7721854,Clouds,76.51,93,78.06,75,1669474768,0.0
493,aitape,-3.1510222,142.3594389,Clouds,78.98,80,78.98,99,1669474986,2.73
494,elizabeth city,36.2956836,-76.2247697,Clear,49.75,79,54.05,0,1669474990,7.61
495,gucheng,37.3490348,115.9646818,Clouds,37.26,34,37.26,57,1669474994,6.89
496,dingle,11.0000758,122.6717839,Clear,75.6,81,75.6,6,1669474997,6.78
497,hualmay,-11.0967129,-77.6129018,Clouds,70.61,77,70.61,58,1669475001,7.78
498,xinxiang,35.3021133,113.9202062,Clouds,47.59,30,47.59,96,1669475006,8.28
499,ziro,27.538668,93.815355,Clear,48.45,64,48.45,0,1669475013,3.4
500,tateyama,34.9965304,139.8699838,Clouds,63.82,80,63.82,56,1669475016,8.05
501,bafq,31.5997065,55.3966892,Clear,67.3,22,67.3,1,1669475020,2.86
502,ternate,45.7822863,8.6903182,Clear,54.81,58,59.05,0,1669475024,2.3
503,kaitangata,-46.2817388,169.8464139,Clouds,38.77,89,38.77,24,1669475028,6.26
504,nybro,56.7448691,15.9079772,Clouds,36.66,97,38.05,45,1669475033,3.0
505,mezen,65.843956,44.244141,Clouds,12.69,94,12.69,100,1669475037,6.67
506,lorengau,-2.0329567,147.2789185,Clouds,81.05,73,81.05,31,1669475041,6.31
507,lagos,6.4550575,3.3941795,Clouds,84.34,68,84.34,48,1669475046,14.45
508,esperance,-33.858228,121.8931606,Clouds,59.54,63,59.54,98,1669475050,12.93
509,boende,-0.2836634,20.8826368,Rain,76.44,94,76.44,100,1669475054,2.21
510,christchurch,-43.530955,172.6366455,Clouds,51.55,87,52.95,75,1669475058,3.44
511,cabedelo,-6.97324,-34.8351609,Clouds,88.48,67,88.48,87,1669475062,13.09
512,dudinka,69.406067,86.175072,Clouds,-13.36,99,-13.36,100,1669475066,8.46
513,akyab,20.15,92.9,Clouds,78.58,68,78.58,78,1669475070,8.66
514,rawson,-43.2991348,-65.1056655,Clear,66.45,44,66.45,0,1669475073,13.15
515,anchorage,61.2163129,-149.894852,Clear,12.4,90,18.39,0,1669475077,3.44
516,pangnirtung,66.1480197,-65.7172826,Clouds,-2.34,74,-2.34,100,1669475082,5.28
517,flin flon,54.769801,-101.878967,Clouds,25.97,82,25.97,83,1669475085,13.47
518,zhangjiakou,40.8228016,114.880567,Clouds,24.93,36,24.93,97,1669475089,11.12
519,sao miguel do araguaia,-13.2726442,-50.1627219,Clouds,78.4,80,78.4,100,1669475093,6.76
520,afrikanda,67.441689,32.776909,Clouds,15.78,91,15.78,66,1669475097,5.23
521,venado tuerto,-33.7455871,-61.9686068,Clear,95.79,18,95.79,9,1669475101,10.2
522,vasarosnameny,48.1267635,22.312647,Clouds,38.55,85,38.55,20,1669475106,2.13
523,yinchuan,38.4852037,106.2261926,Clouds,44.29,33,44.29,55,1669475110,5.61
524,bend,44.0581728,-121.3153096,Clear,25.99,90,28.99,0,1669474861,0.0
525,bathsheba,13.2129361,-59.5227245,Clouds,86.4,70,86.4,40,1669475118,20.71
526,lazaro cardenas,20.225,-97.5931,Rain,70.12,94,70.12,99,1669475122,3.87
527,sulangan,11.1374233,123.7223318,Clouds,82.2,78,82.2,19,1669475126,11.83
528,kostelec nad cernymi lesy,49.9918984,14.8557555,Clouds,44.67,77,46.67,100,1669475130,8.48
529,baghmara,25.1927615,90.6459328,Clear,64.9,81,64.9,0,1669475134,4.5
530,zuya,45.0548485,34.3225748,Rain,44.96,96,44.96,100,1669475138,8.9
531,port macquarie,-31.4299499,152.9103525,Clouds,64.83,88,64.83,61,1669475142,7.56
532,coquimbo,-29.9531928,-71.3379884,Clouds,62.47,82,62.47,100,1669475149,8.05
533,hamilton,43.2560802,-79.8728583,Clear,41.79,77,45.79,4,1669475029,5.99
534,clyde river,46.2239354,-63.2576799,Mist,42.33,97,43.45,100,1669475156,17.27
535,esso,55.9282472,158.7043579,Clouds,4.3,93,4.3,100,1669475160,6.53
536,puerto colombia,2.4954965,-68.27051058033612,Rain,79.97,86,79.97,100,1669475164,2.26
537,boden,65.833333,21.666667,Clouds,32.02,96,32.02,100,1669475169,6.64
538,bama,24.1437442,107.2558901,Clouds,67.93,98,67.93,100,1669475173,4.23
539,evensk,61.919209,159.235931,Clouds,-9.27,85,-9.27,58,1669475177,11.25
540,namie,37.4945619,141.0005837,Clouds,54.07,79,58.78,73,1669475181,11.79
541,caldwell,30.5305813,-96.6969703,Clouds,53.58,91,55.42,40,1669475185,10.36
542,dukat,42.4367457,22.3110456,Clouds,30.83,82,30.83,100,1669475189,2.84
543,louisbourg,45.9234791,-59.9642959,Clouds,46.63,98,48.45,100,1669475192,11.01
544,saint-pierre,48.3832725,7.4718731,Clouds,44.71,81,46.18,86,1669475196,1.39
545,safaga,26.7633325,33.9383817,Clear,72.14,53,72.14,0,1669475200,13.87
546,resistencia,-27.4511235,-58.9865196,Clear,89.8,27,91.06,0,1669475204,13.8
547,isangel,-19.5410863,169.2810885,Clouds,75.18,88,75.18,82,1669475208,6.08
548,sijunjung,-0.6996006,100.97795,Clouds,73.33,93,73.33,99,1669475212,2.39
549,mamallapuram,12.6195981,80.1936497,Clouds,80.62,78,80.62,100,1669475216,10.38
550,liuli,21.8270762,107.2763045,Clouds,66.69,99,66.69,70,1669475220,2.44
551,price,39.600808150000006,-110.80634785005043,Clear,27.63,54,27.63,0,1669475223,6.91
552,shubarshi,48.5832616,57.183919,Clouds,23.65,56,23.65,99,1669475227,18.84
553,betioky,-23.718638,44.3794652,Rain,78.15,64,78.15,42,1669475231,3.89
554,bilecik,40.1435101,29.9752911,Clouds,40.96,83,40.96,100,1669475235,0.38
555,yialos,37.4473109,25.3278796,Clouds,56.73,62,59.0,20,1669475239,8.05
556,tsaratanana,-21.1802183,47.6377719,Clouds,73.65,67,73.65,65,1669475243,5.55
557,kuito,-0.2201641,-78.5123274,Clouds,61.43,52,61.43,40,1669475247,3.44
558,nioro,15.2304528,-9.5899063,Clouds,90.41,9,90.41,100,1669475251,11.07
559,ust-omchug,61.133163,149.632477,Clouds,-34.92,98,-34.92,22,1669475255,2.71
560,suicheng,21.379508,110.250523,Clouds,74.12,91,74.12,62,1669475259,12.8
561,tsumeb,-19.248402,17.7087503,Rain,85.68,25,85.68,91,1669475262,7.11
562,erchie,40.4360421,17.7346286,Clouds,56.71,55,58.32,100,1669475266,11.5
563,neryungri,56.6579435,124.7123042,Clouds,-37.93,99,-37.93,93,1669475270,0.78
564,polovinnoye,53.743317,79.237946,Clear,-16.06,95,-16.06,9,1669475274,5.28
565,benjamin aceval,-24.9947234,-57.5524442,Clear,89.62,45,89.62,0,1669475277,4.38
566,jiuquan,39.7321262,98.4936839,Clouds,34.48,35,34.48,100,1669475281,0.76
567,motygino,58.184208,94.694298,Clouds,-35.55,98,-35.55,21,1669475285,1.92
568,preobrazheniye,42.901529,133.8988366,Clear,27.37,51,27.37,0,1669475289,10.33
569,waycross,31.2135511,-82.3540178,Clouds,62.82,97,62.98,100,1669475293,5.75
570,bolungarvik,66.1575503,-23.2507273,Clouds,42.75,70,42.75,100,1669475298,21.85
571,kutum,14.2108373,24.649584,Clear,75.61,9,75.61,0,1669475302,10.63
572,bud,50.8285252,-4.5469361,Clouds,53.8,90,54.01,100,1669475306,7.0
573,pingliang,35.5432,106.6608107,Clear,42.93,84,42.93,10,1669475310,5.61
574,snasa,64.18526075,12.6227838648384,Clouds,26.24,91,26.24,78,1669475314,5.21
575,mankono,8.0577294,-6.1897808,Clear,93.47,20,93.47,4,1669475317,3.2
576,porto novo,6.4990718,2.6253361,Clouds,86.86,58,86.86,100,1669475321,11.45
577,barawe,1.4923441,44.1066308,Clouds,79.74,71,79.74,92,1669475325,9.13
578,redmond,47.6694141,-122.1238767,Clouds,38.79,91,41.97,98,1669474933,2.73
579,leshukonskoye,64.902481,45.767242,Clouds,4.69,97,4.69,98,1669475333,4.99
580,jiangyou,31.9525495,104.9347205,Clouds,55.44,83,55.44,82,1669475337,3.02
581,port hardy,50.7244402,-127.4976081,Rain,44.6,94,44.6,100,1669475342,6.13
582,pandan,-3.2873871,104.1929841,Rain,73.6,98,73.6,100,1669475346,2.01
583,ignalina,55.3398975,26.1614043,Snow,26.91,98,26.91,100,1669475350,3.11
584,ust-kuyga,70.00177,135.549835,Clouds,-45.02,100,-45.02,96,1669475354,6.06
585,magadan,59.5604768,150.7988617,Clouds,3.78,77,3.78,100,1669475358,17.49
586,trairi,-3.2777494,-39.2680677,Clouds,88.27,54,88.27,97,1669475362,13.47
587,kharitonovo,61.398079,47.499241,Clear,6.17,95,6.17,6,1669475366,3.27
588,zugdidi,42.5067616,41.8713297,Rain,54.54,96,54.54,100,1669475370,11.1
589,constitucion,-35.3318306,-72.4118998,Clear,71.26,54,71.26,0,1669475373,5.88
590,luba,17.3173222,120.6946459,Clouds,73.99,93,73.99,82,1669475377,4.05
591,soyo,-6.1333775,12.3717548,Rain,77.83,85,77.83,97,1669475381,10.45
592,pochutla,17.660556,-98.897778,Clouds,71.91,63,71.91,98,1669475385,2.06
593,khonuu,66.455612,143.223007,Clouds,-28.05,90,-28.05,97,1669475388,2.01
594,brufut,13.3813439,-16.751729,Clear,87.89,42,87.89,0,1669475392,9.22
